-4.185304561671647328e+00,-6.456371258693898163e+00,-8.720328246592909949e+00,-1.100733036503191720e+01,-1.328962495671915356e+01,-1.556078282386161682e+01,-1.783355249036923595e+01,-2.009931567075859249e+01,-2.237271070448745647e+01,-2.464969237654478107e+01,2.275562035461368815e+00,1.491757506267241684e-01
-3.621933579359137845e+00,-5.609578666265189639e+00,-7.587551867437872133e+00,-9.577868841827658741e+00,-1.155335656151201107e+01,-1.352234827446644161e+01,-1.551556473460828656e+01,-1.749461957409107882e+01,-1.947373289577800293e+01,-2.145412566851063829e+01,1.979843401730130292e+00,1.920591035656821211e-01
-4.047907538381283032e+00,-7.663048559360649215e+00,-1.127584904982299463e+01,-1.487433051906815606e+01,-1.849521035988922080e+01,-2.209901729718590602e+01,-2.571203556433267323e+01,-2.930719856359614894e+01,-3.292604732641201792e+01,-3.652455174398198778e+01,3.608900747511185170e+00,6.418308617671862892e-01
-3.107679214710393545e+00,-5.404178884929182303e+00,-7.680378574800759139e+00,-9.975264934134886019e+00,-1.225847601295670586e+01,-1.453179478690663018e+01,-1.681130437564372571e+01,-1.909852577386496364e+01,-2.138163455409965152e+01,-2.366733791857889813e+01,2.284062655574826017e+00,4.354170951915171672e-01
-8.351521676255364568e-01,-1.344514185581607402e+00,-1.862236397233885787e+00,-2.382461097779722703e+00,-2.876124875872158704e+00,-3.389552525570385555e+00,-3.906060742032940958e+00,-4.412851062872663377e+00,-4.927615775107225815e+00,-5.438385214823185265e+00,5.121040417820699187e-01,7.231469803250416550e-01
-3.782054350723202951e+00,-4.344060652475470796e+00,-4.887051980415993313e+00,-5.443370682033436658e+00,-5.991010831523476021e+00,-6.538243661608460933e+00,-7.097691348445896331e+00,-7.637393173474809949e+00,-8.196574287071840104e+00,-8.738400821838803623e+00,5.511951123044828149e-01,3.930824699659618560e-02
-3.334622432191142405e+00,-3.927371031693995374e+00,-4.508426975612517928e+00,-5.105074078577886532e+00,-5.689796023167231986e+00,-6.274540493986696887e+00,-6.849185649490639349e+00,-7.441259000992791250e+00,-8.034650288895308634e+00,-8.610403903474662002e+00,5.852884142657238664e-01,6.340749590467409380e-02
-4.340722041293339828e+00,-8.337711817187114960e+00,-1.233533413017597269e+01,-1.635023571956337562e+01,-2.034326833781581811e+01,-2.434362755787392274e+01,-2.835080135916851418e+01,-3.234722825373268051e+01,-3.634052430078318707e+01,-4.034231885084153646e+01,4.000533325801466589e+00,7.097453125691378650e-01
-4.769986548754794886e-01,-6.790400698938718893e-01,-8.761705351639560435e-01,-1.056872731983161007e+00,-1.253568580423965129e+00,-1.450093160639135847e+00,-1.651553909012434485e+00,-1.844871805178569524e+00,-2.034426831760375975e+00,-2.247412834250014146e+00,1.955086645753967289e-01,7.521909082371152078e-01
-3.614830903246321725e+00,-6.302791487752793742e+00,-8.987730198584902297e+00,-1.165405283975349882e+01,-1.434371355516379332e+01,-1.702570346767173248e+01,-1.969938090826746091e+01,-2.237352569324153606e+01,-2.506249232662669257e+01,-2.772929523389227668e+01,2.678880249093766430e+00,3.895047482085783885e-01
-3.586740720389812065e+00,-6.445496876349907645e+00,-9.306584027606731979e+00,-1.216271880955916451e+01,-1.502573073183670616e+01,-1.790125523003605323e+01,-2.076539490810778332e+01,-2.362975680837221049e+01,-2.648786342930091209e+01,-2.933717371627469106e+01,2.862208632484603665e+00,4.856488749952346806e-01
-8.892977129317303664e+00,-1.259383168182787038e+01,-1.632340286239324811e+01,-2.001571659201518116e+01,-2.372947009531003459e+01,-2.745187122830739312e+01,-3.114817570022597693e+01,-3.486872855713716746e+01,-3.858844876494660525e+01,-4.229065915833834310e+01,3.710833764447876160e+00,5.621850674778272605e-03
